# source, target, time
3094,3093,1242559459
3094,3093,1242559479
3094,3095,1242559479
3094,3095,1242559499
3094,3093,1242559539
3094,3095,1242559659
3094,3095,1242559819
3094,3095,1242560099
3094,3095,1242560139
3094,3095,1242560159
3094,3093,1242560179
3094,3095,1242560179
3094,3095,1242560219
3094,3095,1242560259
3094,3093,1242560259
3094,3093,1242560279
3094,3095,1242560279
3094,3095,1242560299
3094,3093,1242560299
3094,3095,1242560359
3094,3095,1242560379
3094,3093,1242560379
3094,3102,1242560439
3094,3102,1242560459
3094,3095,1242560459
3094,3095,1242560479
3094,3095,1242560499
3094,3095,1242560519
3094,3095,1242560539
3094,3095,1242560579
3094,3093,1242560659
3094,3095,1242560659
3094,3093,1242560679
3094,3095,1242560679
3094,3095,1242560699
3094,3101,1242560719
3094,3095,1242560779
3094,3095,1242560799
3094,3112,1242560799
3094,3095,1242560819
3094,3112,1242560819
3094,3095,1242560839
3095,3093,1242556859
3095,3093,1242556899
3095,3092,1242556899
3095,3094,1242557459
3095,3094,1242557499
3095,3092,1242557659
3095,3094,1242557959
3095,3093,1242557959
3095,3093,1242558039
3095,3092,1242558039
3095,3093,1242558299
3095,3094,1242558399
3095,3092,1242558399
3095,3094,1242558499
3095,3092,1242558499
3095,3093,1242558519
3095,3094,1242558619
3095,3093,1242558919
3095,3093,1242558939
3095,3093,1242558959
3095,3093,1242558979
3095,3092,1242558979
3095,3093,1242559019
3095,3093,1242560259
3095,3093,1242560279
3095,3093,1242560299
3095,3093,1242560359
3095,3093,1242560379
3095,3101,1242560619
3095,3092,1242560619
3095,3093,1242560639
3095,3093,1242560659
3095,3093,1242560679
3095,3094,1242560719
3095,3094,1242560739
3095,3094,1242560759
3096,3094,1242556739
3096,3093,1242556739
3096,3095,1242556739
3096,3092,1242556759
3096,3094,1242556759
3096,3093,1242556759
3096,3095,1242556759
3096,3094,1242556779
3096,3093,1242556779
3096,3094,1242556799
3096,3093,1242556799
3096,3092,1242556819
3096,3095,1242556819
3096,3093,1242556819
3096,3094,1242556839
3096,3095,1242556839
3096,3094,1242556859
3096,3095,1242556859
3096,3092,1242556859
3096,3093,1242556879
3096,3092,1242556879
3096,3100,1242556919
3096,3093,1242556919
3096,3095,1242556919
3096,3094,1242556939
3096,3093,1242556939
3096,3095,1242556939
3096,3097,1242556959
3096,3094,1242556959
3096,3093,1242556959
3096,3095,1242556959
3096,3100,1242556979
3096,3094,1242556979
3096,3095,1242556979
3096,3094,1242556999
3096,3097,1242556999
3096,3095,1242557019
3096,3100,1242557039
3096,3095,1242557039
3096,3094,1242557099
3096,3095,1242557099
3096,3094,1242557119
3096,3095,1242557119
3096,3095,1242557139
3096,3094,1242557159
3096,3095,1242557159
3096,3094,1242557219
3096,3095,1242557219
3096,3094,1242557239
3096,3095,1242557239
3096,3094,1242557259
3096,3094,1242557279
3096,3095,1242557279
3096,3094,1242557299
3096,3095,1242557299
3096,3095,1242557319
3096,3094,1242557339
3096,3095,1242557339
3096,3094,1242557359
3096,3095,1242557359
3096,3094,1242557379
3096,3095,1242557379
3096,3094,1242557399
3096,3095,1242557399
3096,3094,1242557419
3096,3095,1242557419
3096,3094,1242557439
3096,3095,1242557439
3096,3094,1242557539
3096,3094,1242557559
3096,3095,1242557559
3096,3095,1242557579
3096,3093,1242557599
3096,3092,1242557619
3096,3094,1242557619
3096,3095,1242557619
3096,3093,1242557619
3096,3094,1242557639
3096,3095,1242557639
3096,3093,1242557639
3096,3093,1242557659
3096,3095,1242557659
3096,3093,1242557679
3096,3092,1242557679
3096,3093,1242557699
3096,3093,1242557719
3096,3095,1242557719
3096,3092,1242557739
3096,3094,1242557739
3096,3093,1242557739
3096,3095,1242557739
3096,3093,1242557759
3096,3095,1242557759
3096,3092,1242557779
3096,3095,1242557779
3096,3093,1242557779
3096,3095,1242557799
3096,3095,1242557819
3096,3092,1242557819
3096,3095,1242557839
3096,3093,1242557859
3096,3095,1242557859
3096,3092,1242557879
3096,3094,1242557879
3096,3095,1242557879
3096,3093,1242557879
3096,3095,1242557899
3096,3093,1242557899
3096,3092,1242557899
3096,3093,1242557919
3096,3093,1242557939
3096,3092,1242557939
3096,3092,1242557959
3096,3092,1242557979
3096,3094,1242557999
3096,3092,1242558019
3096,3094,1242558019
3096,3093,1242558019
3096,3095,1242558019
3096,3094,1242558039
3096,3095,1242558039
3096,3093,1242558039
3096,3092,1242558059
3096,3094,1242558059
3096,3093,1242558059
3096,3095,1242558059
3096,3092,1242558079
3096,3094,1242558079
3096,3095,1242558079
3096,3093,1242558079
3096,3094,1242558099
3096,3093,1242558099
3096,3095,1242558099
3096,3095,1242558119
3096,3093,1242558119
3096,3095,1242558139
3096,3092,1242558139
3096,3095,1242558159
3096,3092,1242558159
3096,3095,1242558199
3096,3092,1242558199
3096,3095,1242558219
3096,3093,1242558239
3096,3092,1242558239
3096,3093,1242558259
3096,3092,1242558259
3096,3092,1242558279
3096,3094,1242558319
3096,3095,1242558319
3096,3093,1242558319
3096,3094,1242558339
3096,3095,1242558339
3096,3092,1242558339
3096,3094,1242558359
3096,3095,1242558359
3096,3095,1242558379
3096,3095,1242558399
3096,3094,1242558419
3096,3094,1242558439
3096,3094,1242558459
3096,3094,1242558479
3096,3093,1242558479
3096,3092,1242558499
3096,3094,1242558499
3096,3093,1242558499
3096,3095,1242558499
3096,3094,1242558519
3096,3095,1242558519
3096,3094,1242558539
3096,3095,1242558539
3096,3092,1242558539
3096,3094,1242558559
3096,3095,1242558559
3096,3093,1242558559
3096,3094,1242558579
3096,3093,1242558579
3096,3095,1242558579
3096,3094,1242558599
3096,3093,1242558599
3096,3089,1242558619
3096,3092,1242558619
3096,3095,1242558639
3096,3094,1242558659
3096,3095,1242558679
3096,3095,1242558759
3096,3094,1242558899
3096,3092,1242558899
3096,3094,1242558939
3096,3094,1242558959
3096,3094,1242558979
3096,3094,1242558999
3096,3095,1242559059
3096,3092,1242559059
3096,3094,1242559079
3096,3094,1242559099
3096,3095,1242559119
3096,3092,1242559119
3096,3092,1242559139
3096,3094,1242559179
3096,3092,1242559219
3096,3095,1242559299
3096,3092,1242559299
3096,3095,1242559319
3096,3092,1242559319
3096,3092,1242559339
3096,3095,1242559359
3096,3092,1242559359
3096,3095,1242559379
3096,3092,1242559379
3096,3092,1242559419
3096,3092,1242559439
3096,3092,1242559479
3096,3094,1242559499
3096,3094,1242559519
3096,3093,1242559519
3096,3094,1242559539
3096,3093,1242559539
3096,3092,1242559539
3096,3094,1242559559
3096,3094,1242559579
3096,3095,1242559579
3096,3094,1242559659
3096,3095,1242559659
3096,3094,1242559679
3096,3095,1242559679
3096,3092,1242559679
3096,3095,1242559699
3096,3092,1242559699
3096,3095,1242559719
3096,3092,1242559719
3096,3102,1242559739
3096,3095,1242559739
3096,3092,1242559739
3096,3101,1242559759
3096,3103,1242559759
3096,3095,1242559759
3096,3092,1242559759
3096,3094,1242559779
3096,3094,1242559799
3096,3098,1242559819
3096,3092,1242559819
3096,3094,1242559859
3096,3095,1242559859
3096,3092,1242559859
3096,3094,1242559879
3096,3095,1242559879
3096,3092,1242559879
3096,3095,1242559899
3096,3092,1242559899
3096,3092,1242559959
3096,3098,1242560019
3096,3095,1242560019
3096,3092,1242560019
3096,3101,1242560039
3096,3103,1242560039
3096,3095,1242560039
3096,3094,1242560059
3096,3092,1242560059
3096,3092,1242560079
3096,3094,1242560099
3096,3092,1242560099
3096,3094,1242560139
3096,3095,1242560139
3096,3093,1242560139
3096,3094,1242560159
3096,3095,1242560159
3096,3092,1242560159
3096,3094,1242560179
3096,3093,1242560179
3096,3092,1242560179
3096,3092,1242560199
3096,3092,1242560219
3096,3092,1242560239
3096,3092,1242560259
3096,3094,1242560279
3096,3092,1242560279
3096,3094,1242560299
3096,3095,1242560299
3096,3092,1242560299
3096,3094,1242560319
3096,3095,1242560319
3096,3092,1242560319
3096,3094,1242560339
3096,3092,1242560339
3096,3092,1242560379
3096,3094,1242560399
3096,3095,1242560399
3096,3092,1242560399
3096,3094,1242560419
3096,3092,1242560419
3096,3094,1242560439
3096,3092,1242560439
3096,3094,1242560459
3096,3095,1242560459
3096,3092,1242560459
3096,3092,1242560479
3096,3092,1242560499
3096,3092,1242560519
3096,3092,1242560539
3096,3092,1242560559
3096,3092,1242560579
3096,3092,1242560599
3096,3092,1242560619
3096,3101,1242560619
3096,3102,1242560639
3096,3103,1242560639
3096,3093,1242560639
3096,3092,1242560639
3096,3094,1242560659
3096,3095,1242560659
3096,3092,1242560659
3096,3101,1242560679
3096,3094,1242560679
3096,3092,1242560679
3096,3092,1242560699
3096,3103,1242560719
3096,3092,1242560719
3096,3092,1242560759
3096,3095,1242560779
3096,3092,1242560779
3096,3094,1242560799
3096,3092,1242560799
3096,3094,1242560819
3096,3095,1242560819
3096,3092,1242560819
3097,3091,1242556739
3097,3091,1242556759
3097,3091,1242556819
3097,3091,1242556839
3097,3091,1242556859
3097,3091,1242556879
3097,3091,1242556899
3097,3100,1242557299
3097,3091,1242557519
3097,3091,1242557539
3097,3100,1242557719
3097,3099,1242558919
3097,3102,1242559539
3098,3099,1242556759
3098,3099,1242556779
3098,3099,1242556799
3098,3099,1242556819
3098,3099,1242556839
3098,3099,1242556859
3098,3099,1242556879
3098,3093,1242556879
3098,3099,1242556899
3098,3099,1242556919
3098,3099,1242556939
3098,3097,1242556979
3098,3099,1242557019
3098,3099,1242557059
3098,3099,1242557079
3098,3094,1242557099
3098,3099,1242557099
3098,3099,1242557119
3098,3099,1242557179
3098,3099,1242557339
3098,3099,1242557359
3098,3099,1242557379
3098,3099,1242557399
3098,3099,1242557499
3098,3084,1242557519
3098,3099,1242557519
3098,3097,1242557559
3098,3099,1242557579
3098,3099,1242557599
3098,3099,1242557619
3098,3099,1242557719
3098,3100,1242557739
3098,3099,1242557759
3098,3099,1242557999
3098,3099,1242558019
3098,3099,1242558139
3098,3099,1242558199
3098,3099,1242558219
3098,3099,1242558239
3098,3099,1242558259
3098,3099,1242558319
3098,3097,1242558319
3098,3099,1242558339
3098,3097,1242558339
3098,3099,1242558359
3098,3097,1242558359
3098,3097,1242558379
3098,3097,1242558419
3098,3097,1242558459
3098,3099,1242558539
3098,3099,1242558559
3098,3099,1242558579
3098,3099,1242558599
3098,3099,1242558619
3098,3099,1242558639
3098,3097,1242558639
3098,3099,1242558659
3098,3097,1242558659
3098,3099,1242558679
3098,3097,1242558679
3098,3099,1242558699
3098,3099,1242558719
3098,3099,1242558739
3098,3099,1242558759
3098,3099,1242558779
3098,3099,1242558799
3098,3099,1242558819
3098,3099,1242558839
3098,3099,1242558859
3098,3099,1242558879
3098,3097,1242558879
3098,3099,1242558899
3098,3097,1242558899
3098,3097,1242558919
3098,3099,1242558939
3098,3097,1242558939
3098,3099,1242558959
3098,3099,1242558979
3098,3097,1242558979
3098,3099,1242559039
3098,3099,1242559079
3098,3099,1242559099
3098,3097,1242559099
3098,3099,1242559119
3098,3099,1242559139
3098,3097,1242559139
3098,3097,1242559159
3098,3099,1242559179
3098,3099,1242559199
3098,3097,1242559199
3098,3099,1242559219
3098,3097,1242559219
3098,3099,1242559239
3098,3097,1242559239
3098,3099,1242559259
3098,3099,1242559279
3098,3099,1242559299
3098,3099,1242559319
3098,3097,1242559319
3098,3099,1242559339
3098,3097,1242559339
3098,3099,1242559359
3098,3097,1242559359
3098,3099,1242559379
3098,3099,1242559419
3098,3097,1242559439
3098,3099,1242559479
3098,3099,1242559519
3098,3099,1242559539
3098,3099,1242559599
3098,3099,1242559739
3098,3094,1242559819
3098,3099,1242559839
3098,3099,1242559859
3098,3103,1242559879
3098,3094,1242560019
3098,3099,1242560019
3098,3095,1242560039
3098,3101,1242560079
3098,3101,1242560219
3098,3103,1242560219
3098,3101,1242560239
3098,3103,1242560239
3098,3101,1242560259
3098,3103,1242560259
3098,3099,1242560259
3098,3099,1242560279
3098,3099,1242560299
3098,3099,1242560319
3098,3102,1242560339
3098,3099,1242560459
3098,3099,1242560579
3098,3099,1242560599
3098,3099,1242560639
3098,3099,1242560679
3098,3105,1242560719
3098,3099,1242560719
3098,3106,1242560739
3098,3099,1242560739
3098,3099,1242560759
3098,3099,1242560779
3098,3099,1242560859
3098,3099,1242560879
3098,3112,1242560919
3098,3099,1242561019
3098,3099,1242561039
3098,3099,1242561059
3098,3099,1242561079
3098,3099,1242561099
3099,3097,1242558639
3099,3097,1242558679
3099,3097,1242558879
3099,3097,1242559039
3099,3097,1242559219
3099,3097,1242559279
3099,3097,1242559299
3099,3097,1242559319
3099,3097,1242559339
3099,3101,1242560219
3099,3101,1242560239
3099,3103,1242560239
3099,3103,1242560279
3099,3102,1242560359
3099,3102,1242560399
3100,3095,1242556979
3100,3097,1242556979
3101,3102,1242557699
3101,3103,1242557699
3101,3102,1242557719
3101,3103,1242557719
3101,3103,1242557759
3101,3102,1242557779
3101,3102,1242557799
3101,3102,1242557819
3101,3103,1242557819
3101,3102,1242557839
3101,3102,1242557859
3101,3102,1242557879
3101,3103,1242557879
3101,3100,1242557879
3101,3102,1242557959
3101,3102,1242557979
3101,3103,1242557979
3101,3102,1242558019
3101,3103,1242558019
3101,3102,1242558039
3101,3103,1242558039
3101,3102,1242558059
3101,3103,1242558059
3101,3102,1242558079
3101,3102,1242558099
3101,3102,1242558119
3101,3103,1242558119
3101,3102,1242558159
3101,3102,1242558179
3101,3103,1242558179
3101,3102,1242558219
3101,3102,1242558239
3101,3102,1242558259
3101,3102,1242558279
3101,3102,1242558299
3101,3103,1242558359
3101,3103,1242558379
3101,3103,1242558419
3101,3103,1242558439
3101,3102,1242558459
3101,3102,1242558519
3101,3103,1242558619
3101,3103,1242558659
3101,3102,1242558699
3101,3102,1242558739
3101,3102,1242558979
3101,3103,1242558979
3101,3103,1242559019
3101,3102,1242559059
3101,3103,1242559059
3101,3102,1242559079
3101,3102,1242559119
3101,3103,1242559119
3101,3102,1242559139
3101,3102,1242559159
3101,3103,1242559159
3101,3102,1242559179
3101,3102,1242559199
3101,3102,1242559279
3101,3102,1242559299
3101,3103,1242559299
3101,3102,1242559319
3101,3103,1242559319
3101,3102,1242559339
3101,3102,1242559359
3101,3103,1242559359
3101,3103,1242559439
3101,3102,1242559459
3101,3102,1242559479
3101,3103,1242559479
3101,3102,1242559499
3101,3102,1242559519
3101,3102,1242559539
3101,3102,1242559559
3101,3102,1242559579
3101,3102,1242559599
3101,3102,1242559619
3101,3103,1242559619
3101,3102,1242559639
3101,3102,1242559659
3101,3102,1242559679
3101,3102,1242559699
3101,3102,1242559719
3101,3102,1242559759
3101,3103,1242559759
3101,3102,1242559799
3101,3103,1242559839
3101,3102,1242559979
3101,3102,1242560019
3101,3102,1242560039
3101,3102,1242560059
3101,3102,1242560079
3101,3102,1242560099
3101,3102,1242560119
3101,3102,1242560139
3101,3102,1242560159
3101,3102,1242560659
3101,3103,1242560779
3101,3102,1242560919
3101,3102,1242561139
3101,3103,1242561139
3101,3102,1242561179
3101,3102,1242561199
3101,3102,1242561219
3101,3102,1242561519
3102,3101,1242557739
3102,3103,1242557739
3102,3101,1242557899
3102,3103,1242557899
3102,3101,1242557919
3102,3103,1242557919
3102,3101,1242557939
3102,3101,1242557999
3102,3103,1242557999
3102,3101,1242558139
3102,3103,1242558139
3102,3101,1242558199
3102,3103,1242558199
3102,3101,1242558319
3102,3101,1242558479
3102,3101,1242558499
3102,3101,1242558679
3102,3103,1242558679
3102,3103,1242558759
3102,3103,1242558799
3102,3103,1242558819
3102,3101,1242558959
3102,3103,1242558959
3102,3101,1242559099
3102,3103,1242559099
3102,3101,1242559219
3102,3101,1242559239
3102,3103,1242559239
3102,3101,1242559259
3102,3103,1242559259
3102,3101,1242559379
3102,3101,1242560639
3102,3103,1242560639
3102,3095,1242560679
3102,3101,1242560759
3102,3101,1242560779
3102,3103,1242560779
3102,3103,1242560799
3102,3101,1242560839
3102,3104,1242560839
3102,3104,1242560859
3102,3104,1242560879
3102,3103,1242560939
3102,3103,1242561139
3102,3101,1242561539
3103,3101,1242557739
3103,3102,1242557759
3103,3101,1242557779
3103,3102,1242557779
3103,3102,1242557799
3103,3101,1242557799
3103,3102,1242557819
3103,3102,1242557839
3103,3101,1242557839
3103,3102,1242557859
3103,3101,1242557859
3103,3102,1242557879
3103,3101,1242557899
3103,3101,1242557919
3103,3102,1242557939
3103,3101,1242557939
3103,3102,1242557959
3103,3101,1242557959
3103,3102,1242557979
3103,3101,1242557999
3103,3102,1242558019
3103,3102,1242558039
3103,3102,1242558059
3103,3102,1242558079
3103,3101,1242558079
3103,3102,1242558099
3103,3101,1242558099
3103,3102,1242558119
3103,3101,1242558139
3103,3102,1242558159
3103,3101,1242558159
3103,3102,1242558179
3103,3101,1242558199
3103,3101,1242558219
3103,3102,1242558219
3103,3102,1242558239
3103,3101,1242558239
3103,3102,1242558259
3103,3101,1242558259
3103,3101,1242558279
3103,3102,1242558279
3103,3102,1242558299
3103,3101,1242558299
3103,3101,1242558399
3103,3102,1242558519
3103,3101,1242558519
3103,3101,1242558559
3103,3101,1242558579
3103,3101,1242558599
3103,3102,1242558659
3103,3101,1242558679
3103,3102,1242558699
3103,3102,1242558719
3103,3102,1242558739
3103,3102,1242558779
3103,3102,1242558839
3103,3102,1242558879
3103,3102,1242558899
3103,3102,1242558939
3103,3101,1242558939
3103,3101,1242558959
3103,3102,1242558979
3103,3101,1242559039
3103,3102,1242559039
3103,3102,1242559059
3103,3102,1242559079
3103,3101,1242559079
3103,3101,1242559099
3103,3102,1242559119
3103,3102,1242559139
3103,3101,1242559139
3103,3102,1242559159
3103,3101,1242559179
3103,3101,1242559239
3103,3101,1242559259
3103,3102,1242559279
3103,3101,1242559279
3103,3102,1242559299
3103,3102,1242559319
3103,3101,1242559339
3103,3102,1242559359
3103,3101,1242559379
3103,3101,1242559399
3103,3101,1242559419
3103,3102,1242559459
3103,3101,1242559499
3103,3101,1242559519
3103,3102,1242559519
3103,3101,1242559539
3103,3102,1242559539
3103,3097,1242559539
3103,3102,1242559559
3103,3101,1242559559
3103,3101,1242559579
3103,3102,1242559599
3103,3101,1242559599
3103,3102,1242559619
3103,3102,1242559639
3103,3101,1242559639
3103,3102,1242559659
3103,3101,1242559659
3103,3102,1242559679
3103,3101,1242559679
3103,3102,1242559699
3103,3102,1242559719
3103,3101,1242559719
3103,3102,1242559739
3103,3101,1242559739
3103,3101,1242559779
3103,3102,1242559779
3103,3102,1242559799
3103,3101,1242559819
3103,3101,1242559859
3103,3101,1242559879
3103,3101,1242559899
3103,3101,1242559919
3103,3102,1242559959
3103,3101,1242559959
3103,3101,1242559979
3103,3102,1242559979
3103,3101,1242559999
3103,3101,1242560019
3103,3102,1242560019
3103,3102,1242560039
3103,3101,1242560039
3103,3101,1242560059
3103,3102,1242560059
3103,3102,1242560079
3103,3101,1242560079
3103,3102,1242560099
3103,3101,1242560099
3103,3102,1242560119
3103,3101,1242560119
3103,3102,1242560139
3103,3101,1242560139
3103,3102,1242560159
3103,3101,1242560159
3103,3101,1242560179
3103,3101,1242560199
3103,3101,1242560219
3103,3101,1242560239
3103,3101,1242560259
3103,3101,1242560299
3103,3102,1242560439
3103,3102,1242560479
3103,3094,1242560479
3103,3095,1242560479
3103,3102,1242560499
3103,3094,1242560499
3103,3102,1242560519
3103,3094,1242560519
3103,3095,1242560519
3103,3102,1242560539
3103,3094,1242560539
3103,3102,1242560559
3103,3094,1242560559
3103,3102,1242560579
3103,3102,1242560599
3103,3094,1242560599
3103,3101,1242560639
3103,3102,1242560659
3103,3101,1242560659
3103,3094,1242560659
3103,3093,1242560659
3103,3101,1242560679
3103,3095,1242560679
3103,3101,1242560699
3103,3094,1242560699
3103,3101,1242560719
3103,3102,1242560719
3103,3102,1242560739
3103,3101,1242560739
3103,3102,1242560759
3103,3101,1242560759
3103,3101,1242560839
3103,3101,1242560859
3103,3101,1242560879
3103,3102,1242560879
3103,3101,1242560899
3103,3102,1242560899
3103,3102,1242560919
3103,3102,1242560959
3103,3102,1242561019
3103,3102,1242561039
3103,3101,1242561059
3103,3102,1242561079
3103,3102,1242561099
3103,3101,1242561159
3103,3102,1242561159
3103,3101,1242561179
3103,3101,1242561199
3103,3102,1242561199
3103,3102,1242561219
3103,3101,1242561219
3103,3101,1242561239
3103,3102,1242561239
3103,3101,1242561259
3103,3102,1242561259
3103,3112,1242561259
3103,3112,1242561279
3103,3101,1242561299
3103,3101,1242561319
3103,3101,1242561379
3103,3101,1242561399
3103,3101,1242561419
3103,3101,1242561439
3103,3101,1242561459
3103,3101,1242561479
3103,3101,1242561499
3103,3102,1242561519
3103,3101,1242561519
3103,3112,1242561519
3103,3102,1242561539
3103,3101,1242561539
3103,3102,1242561559
3104,3105,1242559759
3104,3106,1242559759
3104,3106,1242559779
3104,3105,1242559779
3104,3105,1242559799
3104,3106,1242559799
3104,3106,1242559819
3104,3105,1242559819
3104,3105,1242559839
3104,3106,1242559839
3104,3105,1242559859
3104,3106,1242559859
3104,3107,1242559899
3104,3107,1242559919
3104,3109,1242560179
3104,3109,1242560199
3104,3109,1242560219
3104,3095,1242560399
3104,3109,1242560639
3104,3106,1242560799
3104,3133,1242562359
3104,3133,1242562379
3104,3134,1242562399
3104,3133,1242562439
3104,3133,1242562459
3104,3124,1242562479
3104,3109,1242562499
3104,3133,1242562579
3104,3133,1242562599
3104,3133,1242562619
3104,3133,1242562759
3104,3133,1242562779
3104,3133,1242562799
3104,3108,1242562819
3104,3133,1242562839
3104,3116,1242562859
3104,3133,1242562879
3104,3133,1242562899
3104,3133,1242562919
3104,3133,1242562939
3104,3133,1242562959
3104,3116,1242562959
3104,3133,1242562979
3104,3133,1242562999
3104,3133,1242563019
3104,3133,1242563039
3104,3133,1242563079
3104,3121,1242563079
3104,3133,1242563119
3104,3116,1242563119
3104,3133,1242563139
3104,3133,1242563159
3104,3133,1242563199
3104,3134,1242563199
3104,3133,1242563259
3104,3133,1242563339
3104,3133,1242563359
3105,3107,1242559979
3105,3106,1242564039
3105,3106,1242564099
3105,3106,1242564279
3105,3106,1242564319
3105,3106,1242564339
3105,3106,1242564919
3106,3105,1242559759
3106,3105,1242559779
3106,3105,1242559799
3106,3105,1242559819
3106,3105,1242559839
3106,3105,1242559859
3106,3105,1242559919
3106,3105,1242560119
3106,3105,1242560139
3106,3105,1242560159
3106,3105,1242560219
3106,3105,1242560319
3106,3105,1242560739
3106,3104,1242560779
3106,3112,1242560939
3106,3105,1242561019
3106,3112,1242561239
3106,3105,1242561759
3106,3105,1242561819
3106,3105,1242561879
3106,3105,1242561939
3106,3105,1242561959
3106,3105,1242562039
3106,3105,1242562099
3106,3105,1242562159
3106,3105,1242562179
3106,3105,1242562219
3106,3105,1242562279
3106,3105,1242562319
3106,3105,1242562459
3106,3105,1242562479
3106,3105,1242562499
3106,3105,1242562519
3106,3105,1242562539
3106,3105,1242562619
3106,3105,1242562639
3106,3132,1242562939
3106,3128,1242562959
3106,3105,1242563319
3106,3105,1242563439
3106,3105,1242563559
3106,3105,1242563579
3106,3105,1242563599
3106,3105,1242563619
3106,3105,1242563639
3106,3105,1242563659
3106,3105,1242563679
3106,3105,1242563739
3106,3105,1242563799
3106,3105,1242563839
3106,3105,1242563879
3106,3105,1242564019
3106,3105,1242564059
3106,3105,1242564159
3106,3105,1242564659
3106,3105,1242564679
3106,3105,1242564899
3106,3105,1242565019
3106,3148,1242565019
3106,3179,1242565079
3107,3108,1242559999
3107,3109,1242560099
3107,3108,1242560099
3107,3109,1242560119
3107,3109,1242560159
3107,3108,1242560159
3107,3109,1242560239
3107,3108,1242560239
3107,3108,1242560279
3107,3108,1242560339
3107,3109,1242560419
3107,3108,1242560419
3107,3109,1242560459
3107,3108,1242560459
3107,3109,1242560539
3107,3108,1242560539
3107,3109,1242560899
3107,3109,1242560919
3107,3108,1242560919
3107,3108,1242560939
3107,3108,1242560959
3107,3108,1242560979
3107,3108,1242560999
3107,3108,1242561019
3107,3108,1242561039
3107,3108,1242561059
3107,3108,1242561079
3107,3108,1242561099
3107,3108,1242561139
3107,3108,1242561159
3107,3108,1242561239
3107,3109,1242561299
3107,3109,1242561319
3107,3109,1242561379
3107,3108,1242561379
3107,3109,1242561399
3107,3108,1242561399
3107,3109,1242561419
3107,3108,1242561419
3107,3109,1242561439
3107,3108,1242561439
3107,3109,1242561459
3107,3109,1242561479
3107,3108,1242561479
3107,3109,1242561499
3107,3108,1242561499
3107,3109,1242561519
3107,3104,1242561519
3107,3108,1242561519
3107,3104,1242561539
3107,3108,1242561539
3107,3109,1242561559
3107,3104,1242561559
3107,3108,1242561559
3107,3109,1242561579
3107,3104,1242561579
3107,3108,1242561579
3107,3109,1242561599
3107,3104,1242561599
3107,3108,1242561599
3107,3109,1242561619
3107,3104,1242561619
3107,3108,1242561619
3107,3109,1242561639
3107,3108,1242561639
3107,3109,1242561659
3107,3108,1242561659
3107,3109,1242561699
3107,3108,1242561699
3107,3109,1242561719
3107,3109,1242561739
3107,3108,1242561799
3107,3109,1242561859
3107,3109,1242561999
3107,3109,1242562039
3107,3109,1242562119
3107,3109,1242562139
3107,3108,1242562259
3107,3108,1242562299
3107,3108,1242562379
3107,3108,1242562399
3107,3108,1242562419
3107,3108,1242562439
3107,3108,1242562519
3107,3108,1242562599
3107,3122,1242562619
3107,3125,1242562639
3107,3108,1242562719
3107,3108,1242562739
3107,3108,1242562779
3107,3108,1242562799
3107,3108,1242562879
3107,3108,1242562899
3107,3108,1242562919
3107,3108,1242563039
3107,3108,1242563159
3107,3108,1242563179
3107,3108,1242563199
3107,3108,1242563359
3107,3108,1242563539
3107,3108,1242563559
3107,3108,1242563599
3107,3108,1242563619
3107,3108,1242563779
3107,3108,1242563819
3107,3108,1242563839
3107,3108,1242563919
3107,3108,1242563979
3107,3108,1242564499
3107,3151,1242564539
3107,3108,1242564839
3107,3108,1242564859
3107,3108,1242564879
3107,3152,1242564879
3107,3149,1242564899
3107,3127,1242564919
3107,3149,1242564919
3107,3127,1242564939
3107,3149,1242564939
3107,3108,1242565579
3107,3108,1242565599
3107,3108,1242565619
3107,3108,1242565639
3108,3109,1242559939
3108,3109,1242559959
3108,3109,1242559979
3108,3109,1242559999
3108,3106,1242560019
3108,3109,1242560019
3108,3107,1242560019
3108,3105,1242560039
3108,3105,1242560059
3108,3109,1242560079
3108,3107,1242560079
3108,3105,1242560139
3108,3105,1242560159
3108,3109,1242560179
3108,3109,1242560199
3108,3107,1242560199
3108,3109,1242560219
3108,3109,1242560239
3108,3109,1242560259
3108,3107,1242560259
3108,3109,1242560279
3108,3109,1242560299
3108,3109,1242560319
3108,3107,1242560319
3108,3109,1242560339
3108,3109,1242560359
3108,3107,1242560359
3108,3109,1242560379
3108,3109,1242560399
3108,3107,1242560399
3108,3109,1242560459
3108,3107,1242560479
3108,3109,1242560499
3108,3109,1242560519
3108,3109,1242560539
3108,3107,1242560559
3108,3104,1242560579
3108,3109,1242560659
3108,3109,1242560679
3108,3109,1242560699
3108,3109,1242560879
3108,3102,1242560899
3108,3109,1242560919
3108,3109,1242560959
3108,3109,1242561179
3108,3109,1242561259
3108,3109,1242561299
3108,3109,1242561319
3108,3109,1242561339
3108,3109,1242561359
3108,3109,1242561379
3108,3109,1242561399
3108,3109,1242561419
3108,3109,1242561439
3108,3109,1242561459
3108,3109,1242561479
3108,3109,1242561499
3108,3109,1242561519
3108,3109,1242561539
3108,3109,1242561559
3108,3109,1242561579
3108,3109,1242561599
3108,3109,1242561619
3108,3109,1242561639
3108,3109,1242561679
3108,3109,1242561699
3108,3109,1242561879
3108,3107,1242562059
3108,3109,1242562199
3108,3128,1242562539
3108,3132,1242562719
3108,3181,1242565019
3109,3107,1242559939
3109,3107,1242560079
3109,3104,1242560159
3109,3107,1242560179
3109,3107,1242560199
3109,3104,1242560239
