# index, id, _pos
1654,97189924,"array([38.77993445, 46.83829583])"
1655,102694948,"array([38.9025931 , 46.68277841])"
1656,78184485,"array([38.7468395 , 46.69015459])"
1657,99352592,"array([38.41984021, 47.42048173])"
1658,74973213,"array([38.91800099, 47.13557939])"
1659,100991027,"array([38.43422791, 47.13757449])"
1660,76087328,"array([39.37696452, 47.1419379 ])"
1661,80019493,"array([38.53747965, 46.8656792 ])"
1662,80150577,"array([38.51725476, 46.51854136])"
1663,99876887,"array([38.56449736, 47.02071565])"
1664,96403480,"array([39.11126205, 46.71146317])"
1665,84410405,"array([38.32711538, 46.97579652])"
1666,98304029,"array([37.9470831 , 46.33244829])"
1667,83034152,"array([38.15728491, 46.4015392 ])"
1668,101318682,"array([38.19368569, 46.1605585 ])"
1669,94175258,"array([38.83523409, 46.51031086])"
1670,101253143,"array([38.83884816, 47.90503243])"
1671,96141339,"array([38.72489337, 48.09949294])"
1672,102498351,"array([40.32300428, 46.9999287 ])"
1673,104333336,"array([38.33585098, 47.796396  ])"
1674,73269279,"array([39.04746114, 46.59174803])"
1675,79364118,"array([37.94086963, 47.94740939])"
1676,78118931,"array([37.94184721, 47.39759897])"
1677,82378782,"array([37.90950105, 47.15258088])"
1678,90570780,"array([38.10096606, 47.54167224])"
1679,102891551,"array([39.95400165, 47.54665822])"
1680,73728044,"array([40.02701768, 47.4380572 ])"
1681,94699549,"array([39.17769351, 47.60445212])"
1682,106627097,"array([39.39747485, 48.04842593])"
1683,77463592,"array([36.95000462, 47.46487935])"
1684,74579984,"array([39.07682863, 47.20020712])"
1685,100466711,"array([39.33982163, 48.57907005])"
1686,104792102,"array([39.31633293, 46.78211006])"
1687,95158306,"array([38.99864341, 46.43099485])"
1688,104398885,"array([39.63578285, 46.83189325])"
1689,100466712,"array([39.18640488, 47.32016672])"
1690,101253144,"array([37.99125499, 46.80460973])"
1691,75431974,"array([37.88270663, 46.66375176])"
1692,100335659,"array([37.52294066, 46.62305535])"
1693,78839854,"array([37.46328306, 47.01300747])"
1694,94699550,"array([38.94817679, 46.15869299])"
1695,86966305,"array([38.93363054, 45.81947548])"
1696,104333337,"array([38.41379772, 45.8390955 ])"
1697,76021788,"array([37.40849832, 45.89067579])"
1698,82444335,"array([37.45483328, 46.07260343])"
1699,101842977,"array([38.09074505, 45.91448891])"
1700,99680296,"array([38.22596338, 46.01349738])"
1701,99352593,"array([38.04020921, 46.06914379])"
1702,96141340,"array([37.79394873, 45.37477069])"
1703,75104296,"array([38.73446634, 45.63319757])"
1704,79364120,"array([38.54017428, 45.61572544])"
1705,90570781,"array([38.65187546, 45.42660781])"
1706,74121237,"array([37.19922053, 43.64126426])"
1707,80019495,"array([37.0906774 , 43.80424785])"
1708,77463593,"array([37.16681248, 43.95051333])"
1709,100991028,"array([37.50687086, 43.76753182])"
1710,79167528,"array([37.37243028, 43.72060941])"
1711,78970928,"array([37.35647606, 43.90212299])"
1712,77266994,"array([35.84044214, 43.0847549 ])"
1713,90570782,"array([35.6649865 , 42.98700727])"
1714,73662514,"array([36.87063353, 44.5048961 ])"
1715,86966306,"array([36.91466283, 44.75821951])"
1716,96993313,"array([37.09704891, 44.65623633])"
1717,86376483,"array([34.77273418, 43.48291007])"
1718,75431975,"array([34.98585438, 43.40290131])"
1719,73269281,"array([38.2664692 , 44.25888626])"
1720,96403481,"array([38.22488737, 44.47591477])"
1721,95158307,"array([36.4175809 , 45.94981113])"
1722,96075827,"array([36.45834879, 45.67853906])"
1723,101842978,"array([35.90590829, 43.20157584])"
1724,102891552,"array([35.91986015, 41.36839366])"
1725,73728045,"array([36.04675958, 41.54304143])"
1726,73269283,"array([35.95779035, 42.26555543])"
1727,99352594,"array([35.47491718, 40.22108321])"
1728,86966307,"array([35.47665536, 40.05297991])"
1729,96141341,"array([35.50236202, 41.59384962])"
1730,79364121,"array([35.74479822, 40.8196213 ])"
1731,75104297,"array([35.55963963, 40.88861618])"
1732,100597793,"array([34.86221569, 41.70697508])"
1733,102891553,"array([35.01015011, 41.45079906])"
1734,73728046,"array([34.89774968, 41.3361285 ])"
1735,73596967,"array([35.15163951, 40.54478269])"
1736,75431976,"array([34.39985069, 41.53906615])"
1737,73400361,"array([34.50072556, 40.85494471])"
1738,78118932,"array([36.01971926, 40.25450955])"
1739,83558426,"array([36.45797402, 39.72514776])"
1740,83034153,"array([34.94243292, 40.17845418])"
1741,78446626,"array([34.52665356, 39.9709129 ])"
1742,86376485,"array([35.73664745, 39.22115973])"
1743,101253145,"array([35.9275991 , 39.17491939])"
1744,86573090,"array([35.80809543, 39.03806284])"
1745,104202265,"array([36.04599082, 39.60683363])"
1746,96141342,"array([36.17196488, 39.41962566])"
1747,97189925,"array([35.36221996, 39.422557  ])"
1748,77463594,"array([35.29771452, 39.54853157])"
1749,101318683,"array([35.21162851, 39.43800266])"
1750,78446627,"array([36.79116424, 39.32630333])"
1751,101842979,"array([36.64534254, 38.85595893])"
1752,104923188,"array([36.66798216, 39.43544275])"
1753,99352595,"array([36.1594382 , 38.84991336])"
1754,86966308,"array([36.2525586 , 38.63483452])"
1755,80412709,"array([36.92328311, 39.91933725])"
1756,78381096,"array([37.1173161 , 40.03087934])"
1757,77266996,"array([36.58206881, 39.01888826])"
1758,101187634,"array([35.78193785, 38.64498598])"
1759,79364122,"array([35.96804254, 37.23180684])"
1760,73269284,"array([35.77622286, 37.17895181])"
1761,83558427,"array([36.81955124, 38.81237888])"
1762,80412710,"array([35.9555364 , 37.51565106])"
1763,78381097,"array([36.12109273, 37.64356357])"
1764,86573091,"array([36.25561646, 38.03799712])"
1765,96141343,"array([36.06342663, 38.22826343])"
1766,104202266,"array([35.95911728, 38.06613352])"
1767,101318684,"array([35.74939889, 36.37178148])"
1768,77266997,"array([35.64276992, 35.87910865])"
1769,97189926,"array([37.14269499, 37.67048798])"
1770,77463595,"array([37.18696362, 37.89058443])"
1771,104923189,"array([38.47415313, 38.48742913])"
1772,78446628,"array([38.46785897, 38.68313098])"
1773,101253146,"array([37.6822263 , 38.52578813])"
1774,101187635,"array([38.43518776, 38.20068965])"
1775,99352596,"array([38.26857278, 38.2267199 ])"
1776,96141344,"array([38.36747082, 37.27959778])"
1777,100597794,"array([38.542995  , 37.26963242])"
1778,86573092,"array([38.09960273, 37.96897133])"
1779,80412711,"array([37.96017455, 38.02509753])"
1780,73269285,"array([37.98284926, 39.08718897])"
1781,101318685,"array([37.92247707, 38.93049678])"
1782,79364123,"array([37.40176345, 38.36464246])"
1783,104202267,"array([38.4805788 , 37.72038073])"
1784,102891554,"array([39.43516468, 37.71368887])"
1785,77266998,"array([39.65113038, 37.60256081])"
1786,78381098,"array([38.99687446, 37.93334073])"
1787,83558428,"array([39.23045836, 38.56307873])"
1788,73596968,"array([39.01366454, 38.45102478])"
1789,75104298,"array([37.8919909 , 37.52030229])"
1790,77463596,"array([38.02194029, 37.62141068])"
1791,101253147,"array([39.80965892, 38.71297384])"
1792,101253148,"array([ -2.68365273, -29.86589533])"
1793,80412712,"array([ -2.91726074, -29.80840933])"
1794,101842980,"array([ -3.88197122, -29.18383694])"
1795,86966309,"array([ -3.94241654, -29.00826833])"
1796,104923190,"array([ -4.11711614, -29.10499489])"
1797,83558429,"array([ -4.63110819, -28.50590661])"
1798,97189927,"array([ -3.52245274, -29.47405763])"
1799,101318686,"array([ -3.38489235, -29.57515106])"
1800,102891555,"array([ -3.5664636 , -29.63110403])"
1801,86376486,"array([ -4.28252146, -30.1842517 ])"
1802,96141346,"array([ -4.43927587, -30.11784065])"
1803,73728048,"array([ -3.29430696, -30.41194571])"
1804,104202268,"array([ -3.20214464, -30.31073473])"
1805,78118934,"array([ -3.10091872, -30.47072073])"
1806,78446629,"array([ -2.44206123, -29.35875419])"
1807,100597795,"array([ -2.56239942, -29.45715187])"
1808,79167529,"array([ -2.3260102 , -29.45857011])"
1809,74121238,"array([ -2.44301704, -29.57280451])"
1810,77266999,"array([ -2.74540362, -30.3321004 ])"
1811,104923191,"array([ -3.28914351, -29.91077212])"
1812,86966310,"array([ -3.58488865, -29.9003466 ])"
1813,78381099,"array([ -2.86647416, -28.49278534])"
1814,101842981,"array([ -2.967435  , -28.17182354])"
1815,80412713,"array([ -2.46440513, -29.94746252])"
1816,99352597,"array([ -2.87679443, -29.34923569])"
1817,96403482,"array([ -2.72692387, -29.15614155])"
1818,101187636,"array([ -4.08714736, -30.44923485])"
1819,96075828,"array([ -4.26217197, -30.50686392])"
1820,104136734,"array([ -1.6356827, -29.7220459])"
1821,83558430,"array([ -1.71663858, -30.02996226])"
1822,73269286,"array([ -1.81125062, -29.75635967])"
1823,73400362,"array([ -1.3566745 , -30.36928227])"
1824,73596969,"array([ -1.19465198, -30.33026728])"
1825,84410406,"array([ -2.02552911, -29.93628173])"
1826,80019496,"array([ -1.93924894, -30.10556248])"
1827,104202269,"array([ -1.12872353, -30.51045634])"
1828,78905373,"array([ -1.98175387, -30.59091676])"
1829,82444336,"array([ -1.8961543 , -30.39277999])"
1830,78118935,"array([ -0.97773257, -29.74529069])"
1831,73728049,"array([ -0.99716904, -29.95582704])"
1832,95158308,"array([ -1.75024245, -30.72567519])"
1833,95092762,"array([ -1.99864671, -30.87991581])"
1834,104333339,"array([ -1.97824276, -28.7412267 ])"
1835,74776617,"array([ -2.12628578, -28.92085048])"
1836,101187637,"array([ -1.88829104, -28.98557697])"
1837,74121239,"array([ -1.19714633, -31.25849286])"
1838,96141347,"array([ -1.0217665 , -31.10961428])"
1839,96075829,"array([ -0.35960589, -31.55396002])"
1840,96403483,"array([ -0.62797676, -31.57457409])"
1841,79167530,"array([ -1.47400883, -31.35841865])"
1842,101253149,"array([ -0.30919609, -32.03717705])"
1843,78381100,"array([ -0.47930528, -32.14612453])"
1844,80412714,"array([ -0.7744542 , -31.07249721])"
1845,104923192,"array([ -0.51948261, -30.74715311])"
1846,80019497,"array([ -0.50356458, -30.58444552])"
1847,78446630,"array([-3.27730385e-03, -3.06159257e+01])"
1848,84410407,"array([  0.03930728, -30.38468   ])"
1849,101842982,"array([ -0.33707001, -31.228734  ])"
1850,99352598,"array([ -0.19181428, -30.99131398])"
1851,79167531,"array([ -0.27453534, -31.09152927])"
1852,100597796,"array([ -0.39359139, -30.93936068])"
1853,86966311,"array([ -0.46655358, -31.08150214])"
1854,76087331,"array([ -0.56388446, -31.32225634])"
1855,102891556,"array([ 1.18929584e-02, -3.21788400e+01])"
1856,86376487,"array([  0.164064  , -32.23797394])"
1857,77267000,"array([ -0.46012014, -30.34069255])"
1858,73269287,"array([ -0.3450797, -30.0774716])"
1859,97189928,"array([  0.201007  , -31.23628212])"
1860,83558431,"array([  0.12089469, -31.38639071])"
1861,101318687,"array([ -0.03804344, -31.20496158])"
1862,104136735,"array([  0.39925552, -31.18898886])"
1863,94175259,"array([ -0.08806161, -31.37097188])"
1864,82378783,"array([  0.06423963, -31.09296424])"
1865,103153690,"array([ -0.2353011 , -30.73020254])"
1866,84475940,"array([ -0.17217198, -30.49426549])"
1867,100466713,"array([ -0.0835764 , -30.77427652])"
1868,76283951,"array([  0.30805422, -31.98196561])"
1869,102694949,"array([  0.47355564, -32.02376102])"
1870,100335660,"array([ -0.77680806, -31.31327211])"
1871,102498352,"array([  0.49899357, -30.59326505])"
1872,78184486,"array([  0.63027918, -30.95769121])"
1873,99876888,"array([  0.37881067, -30.76794689])"
1874,88604700,"array([  1.52429236, -32.31168505])"
1875,90636317,"array([  1.33960575, -32.31400412])"
1876,93716514,"array([  1.14864419, -32.27216263])"
1877,73662515,"array([  1.25809725, -32.07993326])"
1878,78970929,"array([  1.39789398, -32.16250168])"
1879,100991029,"array([  0.75755277, -31.73672771])"
1880,77922339,"array([  0.92155294, -31.84195931])"
1881,78577681,"array([  0.78657795, -31.9799528 ])"
1882,105906196,"array([  0.92518863, -32.3980021 ])"
1883,74973214,"array([  0.94524319, -32.56141347])"
1884,104792103,"array([  1.19590058, -32.75046342])"
1885,80150578,"array([  1.26791366, -31.7208697 ])"
1886,94699551,"array([  1.15711762, -31.91272343])"
1887,78839855,"array([  0.37760443, -32.63988019])"
1888,74514482,"array([  0.58847498, -32.52157602])"
1889,74579985,"array([  0.58348684, -32.68528791])"
1890,104398886,"array([  1.31748369, -33.79167842])"
1891,74317854,"array([  1.30780864, -33.63747882])"
1892,79757336,"array([  0.54401742, -32.86968161])"
1893,94502942,"array([  0.46173262, -33.08590885])"
1894,106627098,"array([  0.72557475, -32.96514935])"
1895,104529957,"array([  0.07232253, -33.07773818])"
1896,94306349,"array([  0.24502475, -32.94831619])"
1897,100270107,"array([  0.84548038, -32.72103807])"
1898,98631709,"array([  0.42551396, -33.69807297])"
1899,90505261,"array([  0.65127338, -33.7578218 ])"
1900,103874598,"array([  0.76519348, -33.23034941])"
1901,75104299,"array([  0.67544106, -33.3996642 ])"
1902,90570783,"array([  0.99712386, -33.1312865 ])"
1903,87359512,"array([  0.84852463, -33.41755763])"
1904,99680297,"array([  1.21813572, -33.06888577])"
1905,75431977,"array([  0.98098538, -32.95839081])"
1906,96993315,"array([  0.25204586, -33.28378113])"
1907,83034154,"array([ 1.67764782e-02, -3.34086736e+01])"
1908,98304030,"array([  1.86802941, -33.51422212])"
1909,76021789,"array([  1.54965673, -32.99634217])"
1910,86573093,"array([  2.26215192, -33.0810807 ])"
1911,80019498,"array([  2.51181812, -33.03631795])"
1912,100335661,"array([  2.31354567, -33.23040356])"
1913,100597797,"array([  2.02972871, -33.9051225 ])"
1914,80412715,"array([  2.12777907, -33.62025215])"
1915,99352599,"array([  1.97374781, -33.68621912])"
1916,76087332,"array([  1.77993244, -33.87945817])"
1917,104923193,"array([  2.21388764, -33.79821054])"
1918,73596970,"array([  2.66837781, -33.29674676])"
1919,74121240,"array([  2.44719519, -33.18242111])"
1920,73400363,"array([  1.64487193, -33.58559935])"
1921,104333340,"array([  1.886762 , -32.8470328])"
1922,101842983,"array([  2.58478651, -33.49003977])"
1923,95092763,"array([  2.34822278, -32.83094125])"
1924,104202270,"array([  2.32403842, -32.5313578 ])"
1925,73728050,"array([  2.18544481, -32.89570853])"
1926,101187638,"array([  2.43610385, -32.31881141])"
1927,95158309,"array([  2.68474039, -33.60489639])"
1928,78118936,"array([  1.99585421, -33.28472944])"
1929,82444337,"array([  1.86843199, -33.15525805])"
1930,94699552,"array([  2.42414512, -34.06798588])"
1931,79167532,"array([  2.55072345, -34.09510932])"
1932,74776618,"array([  2.28897379, -34.08078826])"
1933,100991030,"array([  2.35786216, -34.20295239])"
1934,78905374,"array([  2.06055196, -34.12219047])"
1935,102694950,"array([  2.97012962, -33.11389379])"
1936,87228457,"array([  3.16261798, -33.04014045])"
1937,78381101,"array([  2.648912  , -34.26606813])"
1938,106627099,"array([  2.70629187, -33.96178842])"
1939,96141348,"array([  2.4768469 , -34.39493325])"
1940,96993316,"array([  3.47269476, -33.26319029])"
1941,74579986,"array([  3.28099448, -33.23139888])"
1942,101253150,"array([  2.52640353, -33.64201732])"
1943,83034155,"array([  2.3864622 , -33.56058259])"
1944,77922340,"array([  2.93081328, -33.83522047])"
1945,74514483,"array([  3.20170521, -34.04005989])"
1946,76283952,"array([  2.28964164, -34.71145311])"
1947,78577682,"array([  2.48578195, -34.63957389])"
1948,94502943,"array([  3.1842239 , -33.69960798])"
1949,100270108,"array([  3.21646012, -34.44453225])"
1950,80150579,"array([  3.24189113, -33.87133868])"
1951,86966313,"array([  2.72245138, -34.53475493])"
1952,78839856,"array([  2.87707506, -34.4983098 ])"
1953,88604701,"array([  3.59634764, -34.28865075])"
1954,79757338,"array([  2.99707605, -33.68215126])"
1955,93716515,"array([  2.78745376, -32.97112393])"
1956,78970930,"array([  2.90751514, -33.23866359])"
1957,86376488,"array([  3.62857776, -34.4883041 ])"
1958,76021790,"array([  2.97407535, -34.17084495])"
1959,77463598,"array([  2.84105525, -34.2945734 ])"
1960,102891557,"array([  3.52335298, -33.76628162])"
1961,90505262,"array([  3.68545276, -33.81138866])"
1962,75104300,"array([  3.03717831, -34.040828  ])"
1963,98631710,"array([  3.13996665, -34.25158935])"
1964,104529958,"array([  4.82589441, -33.29582116])"
1965,94306350,"array([  3.96939703, -33.61851208])"
1966,103874599,"array([  4.29176628, -32.85734518])"
1967,87359513,"array([  4.04866919, -32.98229079])"
1968,99680298,"array([  2.87567149, -33.45984076])"
1969,104792104,"array([  3.11246292, -33.38407785])"
1970,74121241,"array([  2.96175743, -32.89825945])"
1971,96403484,"array([  3.39544819, -34.37773165])"
1972,82378784,"array([  3.36173012, -34.24052902])"
1973,105906197,"array([  3.50662256, -33.97043848])"
1974,75431978,"array([  3.57732976, -34.08064795])"
1975,96075830,"array([  3.83662806, -34.20144347])"
1976,83558432,"array([  3.95370033, -34.34528215])"
1977,103153691,"array([  4.04819554, -34.18089652])"
1978,101318688,"array([  3.77029214, -34.68535325])"
1979,102498353,"array([  3.86125324, -34.86668677])"
1980,84475941,"array([  2.09395128, -34.53304359])"
1981,97189929,"array([  3.05059859, -34.54737757])"
1982,99876889,"array([  3.19615069, -34.59418699])"
1983,78184487,"array([  3.86468778, -34.0425878 ])"
1984,94175260,"array([  4.1226617 , -33.94983974])"
1985,77267001,"array([  3.17021752, -34.90146542])"
1986,100466714,"array([  3.28238236, -35.0649389 ])"
1987,94306351,"array([  3.36746051, -34.66708378])"
1988,87359514,"array([  3.54177345, -35.0337963 ])"
1989,78446631,"array([  3.48992618, -34.82217628])"
1990,98304031,"array([  3.81953894, -35.14539223])"
1991,99680299,"array([  3.00857641, -35.14678285])"
1992,103874600,"array([  2.89527216, -34.8841117 ])"
1993,104529959,"array([  2.9834442 , -34.75782767])"
1994,84410408,"array([  3.20714361, -35.76453776])"
1995,104792105,"array([  3.18675493, -35.33291122])"
1996,73269288,"array([  2.72275385, -35.02632573])"
1997,104136736,"array([  2.53912493, -35.25969057])"
1998,98631711,"array([  4.15307662, -35.23238033])"
1999,100991032,"array([  4.23006693, -34.622923  ])"
2000,79167533,"array([  4.00187213, -34.64170963])"
2001,74776619,"array([  4.11155078, -34.89194371])"
2002,101253151,"array([  4.82234537, -35.12755152])"
2003,74317855,"array([  4.62001858, -35.04887817])"
2004,104398887,"array([  4.9801811 , -34.62100463])"
2005,94699553,"array([  4.73700495, -34.60025104])"
2006,102694951,"array([  5.66721094, -35.57847035])"
2007,104333341,"array([  5.43408885, -35.51655307])"
2008,76283953,"array([-36.64709995,  34.96727199])"
2009,102891558,"array([-36.45537812,  35.01762355])"
2010,73400364,"array([-36.46573716,  34.84518357])"
2011,78970931,"array([-36.6093602 ,  34.70568097])"
2012,84410409,"array([-35.92147282,  35.52782461])"
2013,78577683,"array([-35.88035132,  35.32460419])"
2014,96075831,"array([-36.62343105,  35.57712151])"
2015,104792106,"array([-36.59266826,  35.81462048])"
2016,75104301,"array([-37.08276117,  35.90325965])"
2017,103874601,"array([32.41966267,  7.28436764])"
2018,100270109,"array([32.33101656,  7.437384  ])"
2019,78381103,"array([32.27539876,  7.30294582])"
2020,104529960,"array([23.37665355, 30.87237338])"
2021,82378785,"array([23.55030645, 30.91786033])"
2022,74514484,"array([32.91786912,  7.11491386])"
2023,99876890,"array([33.08258155,  6.93315412])"
2024,86376489,"array([32.00007381,  6.54075077])"
2025,88604702,"array([32.09934641,  6.45046289])"
2026,96403485,"array([31.9229047 ,  6.35595094])"
2027,86966314,"array([31.86602847,  6.49334966])"
2028,105906198,"array([32.69870688,  6.39273215])"
2029,79167534,"array([32.46345515,  6.45642373])"
2030,77922341,"array([32.07579057,  6.16468317])"
2031,75431979,"array([32.24451602,  6.11429547])"
2032,78839857,"array([32.18414227,  6.9397684 ])"
2033,100991033,"array([32.17609086,  6.75492051])"
2034,83034157,"array([32.01899276,  6.00783257])"
2035,104398888,"array([31.21747608,  6.1063987 ])"
2036,94699554,"array([31.2394438 ,  6.32318451])"
2037,94502944,"array([30.70054571,  5.48731259])"
2038,98304032,"array([30.46147292,  5.32076386])"
2039,90505263,"array([30.39288358,  5.51256227])"
2040,74317856,"array([31.81028962,  7.64015745])"
2041,101253152,"array([31.61771528,  7.50366705])"
2042,102694952,"array([30.46887756,  6.56547628])"
2043,83558433,"array([30.68924463,  6.48371945])"
2044,103153692,"array([30.60307754,  6.61225551])"
2045,104333342,"array([31.28717166,  6.63584573])"
2046,96075832,"array([31.17714399,  6.84755912])"
2047,98631712,"array([31.2673033 ,  5.74153937])"
2048,102891559,"array([31.7079901 ,  6.72669149])"
2049,104792107,"array([28.19700854,  7.20049022])"
2050,102498354,"array([28.45252812,  7.04704551])"
2051,73400365,"array([30.17536917,  6.35615287])"
2052,106627100,"array([30.82580838,  7.12308905])"
2053,74776620,"array([30.8176778 ,  6.90441718])"
2054,86376490,"array([29.61518367,  7.49475668])"
2055,78970932,"array([29.7630001 ,  7.14838744])"
2056,86966315,"array([30.24711541,  6.03760321])"
2057,96403486,"array([30.37279112,  5.90157282])"
2058,101253153,"array([29.92819456,  5.0800133 ])"
2059,104333343,"array([30.05494796,  5.01279778])"
2060,82378786,"array([29.88079715,  5.19707736])"
2061,102891560,"array([30.0115944 ,  5.28032987])"
2062,100991034,"array([30.08419888,  5.15328103])"
2063,78839858,"array([29.55845082,  6.66226884])"
2064,88604703,"array([29.36839105,  6.82989623])"
2065,96075833,"array([29.41541738,  6.4484393 ])"
2066,80150581,"array([29.49919086,  6.29612347])"
2067,78381104,"array([29.97150134,  6.06602633])"
2068,79167535,"array([29.71104441,  6.06562552])"
2069,104529961,"array([30.27764853,  7.35856006])"
2070,106627101,"array([30.08100673,  7.15336072])"
2071,75431980,"array([30.05779776,  7.41475872])"
2072,83034158,"array([30.23864257,  6.99071824])"
2073,77922342,"array([29.08313302,  7.13997139])"
2074,103874602,"array([28.92900027,  7.44543914])"
2075,74776621,"array([30.45836992,  7.21751362])"
2076,76283954,"array([29.9553808 ,  6.31390878])"
2077,104202271,"array([29.76346226,  5.62329593])"
2078,104398889,"array([29.60979392,  5.718522  ])"
2079,94699555,"array([29.73453317,  6.4200694 ])"
2080,74317857,"array([29.83670336,  6.52154651])"
2081,100335662,"array([29.81549978,  6.69701615])"
2082,86376491,"array([29.18718358,  6.1539717 ])"
2083,83558434,"array([29.29536157,  5.98296471])"
2084,83034159,"array([28.8329723,  6.4076242])"
2085,100270110,"array([28.8189248 ,  6.23053952])"
2086,77922343,"array([29.0451065 ,  4.64213054])"
2087,99876891,"array([29.2915662 ,  4.72147219])"
2088,103874603,"array([28.85370359,  5.30219643])"
2089,74776622,"array([29.06351067,  5.34129225])"
2090,78381105,"array([29.51394556,  6.00021904])"
2091,78118937,"array([29.33727031,  5.15028343])"
2092,102498355,"array([29.47181499,  5.44433384])"
2093,82444338,"array([29.64669412,  5.36281697])"
2094,80019499,"array([29.81194423,  4.65210405])"
2095,106627102,"array([29.92213087,  4.6694653 ])"
2096,75431981,"array([29.83260296,  4.48733208])"
2097,98631713,"array([29.65595974,  4.63157154])"
2098,105906199,"array([29.52212809,  4.80893104])"
2099,104792108,"array([29.40993982,  4.87988335])"
2100,76283955,"array([30.11865093,  5.50744518])"
2101,74514485,"array([29.22688129,  5.36885516])"
2102,101318690,"array([29.585024  ,  5.14051966])"
2103,103153693,"array([29.65513095,  4.99005066])"
2104,78970933,"array([29.15781527,  5.6441774 ])"
2105,102694953,"array([30.69920668,  4.84351831])"
2106,104529962,"array([30.37448097,  4.85560439])"
2107,73728051,"array([29.05602771,  5.01455802])"
2108,100597798,"array([28.83084756,  4.97172531])"
2109,74579987,"array([29.19231304,  4.86765866])"
2110,80412716,"array([29.12023265,  3.78649639])"
2111,99352601,"array([29.44449846,  3.88937462])"
2112,104923194,"array([30.54686624,  5.07911307])"
2113,90505264,"array([30.13497744,  4.05939683])"
2114,104398890,"array([30.70484703,  4.46554893])"
2115,96993318,"array([31.00352976,  4.42931764])"
2116,104333344,"array([29.38627048,  3.0576023 ])"
2117,83034160,"array([29.36372276,  3.27624524])"
2118,86573094,"array([30.44293045,  4.16725265])"
2119,83558435,"array([30.58662878,  4.18532703])"
2120,77922344,"array([29.54899378,  3.17852562])"
2121,104202272,"array([30.55354832,  3.98704196])"
2122,78381106,"array([30.36334926,  4.44701582])"
2123,78970934,"array([30.2257459 ,  4.70156313])"
2124,100335663,"array([30.5579847 ,  3.81634628])"
2125,96403487,"array([30.95963125,  3.10896082])"
2126,100270111,"array([30.86167666,  2.98887895])"
2127,76087333,"array([29.96537737, 69.78225519])"
2128,94502945,"array([29.53957441, 69.77458613])"
2129,78839859,"array([30.03148558,  3.67309763])"
2130,73728052,"array([29.84080895,  3.75990211])"
2131,102498356,"array([30.389307  ,  0.82184242])"
2132,86376492,"array([30.50325975,  1.34641158])"
2133,86966316,"array([29.30847738,  4.11771626])"
2134,80150582,"array([30.40886004,  3.59269139])"
2135,94699556,"array([30.32022376,  3.73522964])"
2136,84475942,"array([29.71530409,  3.61417132])"
2137,78118938,"array([29.99927276,  3.23140871])"
2138,78905375,"array([29.84431861,  3.33108097])"
2139,101842984,"array([29.89424844,  4.06138256])"
2140,101253154,"array([28.6664167 ,  3.23332484])"
2141,102891561,"array([28.59585952,  3.4338618 ])"
2142,103153694,"array([30.1797754 ,  2.74316419])"
2143,74514486,"array([30.30865521,  2.69815537])"
2144,99352602,"array([28.8871668 ,  2.56745833])"
2145,90505265,"array([31.10449538,  3.75899123])"
2146,102694954,"array([31.34117993,  3.76612886])"
2147,74317858,"array([31.0910075 ,  3.57725504])"
2148,76087334,"array([31.22846052,  2.50668462])"
2149,80019500,"array([30.93152491,  2.44349748])"
2150,101187640,"array([30.56836309,  3.06020746])"
2151,96993319,"array([30.67261682,  3.29755933])"
2152,75431982,"array([31.02732444,  2.75757038])"
2153,78970935,"array([30.72301422,  3.14165787])"
2154,84475943,"array([30.05801357,  3.46782442])"
2155,73728053,"array([30.24789006,  3.36755769])"
2156,79167536,"array([31.30566471,  3.14304034])"
2157,105906200,"array([31.37572356,  3.29477019])"
2158,96075834,"array([30.9481994 ,  2.23130314])"
2159,73400366,"array([31.12794716,  2.29542498])"
2160,101318691,"array([31.3467779 ,  2.88716882])"
2161,76283956,"array([31.19514889,  2.88941888])"
2162,78381107,"array([32.321262  ,  2.75360872])"
2163,94502946,"array([32.16111015,  2.89776763])"
2164,104529963,"array([31.9104219 ,  2.73906451])"
2165,80412717,"array([30.09401567,  2.43212181])"
2166,82444339,"array([30.26585517,  2.31407744])"
2167,106627103,"array([30.64302171,  2.78064817])"
2168,82378787,"array([30.65826863,  2.61077594])"
2169,100991035,"array([31.88723235,  2.12319506])"
2170,95092764,"array([31.76985624,  2.34311843])"
2171,74776623,"array([31.76835849,  2.19865575])"
2172,103874604,"array([32.05482211,  2.16594457])"
2173,78905376,"array([30.73016182,  1.9842392 ])"
2174,99352603,"array([30.45227664,  1.99300802])"
2175,86573095,"array([30.87875937,  2.65070584])"
2176,100597799,"array([30.63651078,  1.76658545])"
2177,102694955,"array([30.62391546,  2.17909903])"
2178,90505266,"array([31.48148044,  2.23725516])"
2179,74579988,"array([31.33675741,  2.06398317])"
2180,104202273,"array([33.24167233,  1.70273012])"
2181,98304033,"array([32.96798644,  1.82346117])"
2182,78118939,"array([31.36938295,  1.50598453])"
2183,86376493,"array([31.74968137,  2.9210299 ])"
2184,100597800,"array([31.92278127,  3.1320895 ])"
2185,103874605,"array([31.94576259,  2.34533901])"
2186,79167537,"array([29.29702421,  1.88458251])"
2187,96075835,"array([32.37401845,  1.44880581])"
2188,74776624,"array([29.70393375,  2.01367294])"
2189,97189930,"array([15.66167364, 71.50505834])"
2190,90636318,"array([15.61525362, 71.36002838])"
2191,74973215,"array([15.43102164, 71.61324385])"
2192,94306352,"array([15.08007559, 71.14782869])"
2193,78446632,"array([15.31583425, 70.8395123 ])"
